Time,CPU Core #1,CPU Core #2,CPU Core #3,CPU Core #4,CPU Core #5,CPU Core #6,CPU Core #7,CPU Core #8,CPU Core #9,CPU Core #10,CPU Core #11,CPU Core #12,CPU Core #13,CPU Core #14,CPU Core #15,CPU Core #16,CPU Total,CPU Core Max,Memory Used,Memory Available,Memory,Virtual Memory Used,Virtual Memory Available,Virtual Memory,Fullscreen FPS,D3D Dedicated Memory Used,D3D Shared Memory Used,D3D 3D,D3D Copy,D3D Compute 0,D3D Compute 1,D3D Timer 0,D3D Security 1,D3D High Priority Compute,D3D High Priority 3D,D3D Video JPEG 0,D3D Video Decode 1,D3D Video Codec 0,GPU VR SoC,GPU Core,GPU SoC,GPU Memory,GPU Core,GPU SoC,GPU Core,GPU Package,GPU Core,GPU SoC,GPU Core,GPU Core,GPU Memory,GPU Fan,GPU Fan,GPU Core,GPU Memory Controller,GPU Video Engine,GPU Bus,GPU Power,GPU Board Power,D3D Dedicated Memory Used,D3D Shared Memory Used,D3D 3D,D3D Video Decode,D3D Copy,D3D Copy,D3D Security,D3D Video Encode,D3D Video Encode,D3D OFA_0,D3D JPEG_Decode_0,D3D VR,GPU Hot Spot,GPU Memory Junction,GPU Memory Total,GPU Memory Free,GPU Memory Used,GPU Memory,GPU Package,GPU PCIe Rx,GPU PCIe Tx,Temperature,Available Spare,Available Spare Threshold,Percentage Used,Data Read,Data Written,Temperature 1,Used Space,Read Activity,Write Activity,Total Activity,Read Rate,Write Rate,Temperature,Available Spare,Available Spare Threshold,Percentage Used,Data Read,Data Written,Temperature 1,Temperature 2,Used Space,Read Activity,Write Activity,Total Activity,Read Rate,Write Rate,Data Uploaded,Data Downloaded,Upload Speed,Download Speed,Network Utilization,Data Uploaded,Data Downloaded,Upload Speed,Download Speed,Network Utilization,Data Uploaded,Data Downloaded,Upload Speed,Download Speed,Network Utilization,Data Uploaded,Data Downloaded,Upload Speed,Download Speed,Network Utilization
0.07821340000373311,13.369709014892578,8.205545425415039,9.521495819091797,0.0,41.46261215209961,0.0,0.0,5.8691205978393555,18.217069625854492,0.0,5.7395219802856445,5.90282678604126,5.56330680847168,5.7057085037231445,8.37845230102539,0.0,5.138606071472168,41.46261215209961,15.037044525146484,16.12541961669922,48.25370788574219,23.687164306640625,11.475299835205078,67.36491394042969,-1.0,16.46484375,42.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,600.0,1200.0,3000.0,1.194000005722046,1.2400000095367432,0.0,38.0,13.0,13.0,38.0,367.0,405.0,0.0,0.0,6.0,12.0,0.0,100.0,4.855999946594238,7.361000061035156,1990.671875,278.29296875,3.5908873081207275,0.0,1.4925711154937744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.359375,255.0,12227.0,9881.0,2345.0,19.184680938720703,11.9399995803833,97602560.0,8145920.0,38.0,100.0,5.0,0.0,2665.0,868.0,38.0,21.81336212158203,0.0,0.0,0.0,0.0,0.0,41.0,100.0,10.0,0.0,27840.0,7940.0,41.0,50.0,20.896461486816406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6493513584136963,19.024700164794922,6854.82470703125,121008.1171875,0.08517098426818848
1.1829094999993686,14.121365547180176,7.437032699584961,12.666016578674316,7.558077812194824,12.917047500610352,18.297767639160156,6.075817108154297,2.3415029048919678,11.908489227294922,12.405365943908691,3.622537851333618,3.589075803756714,2.2081971168518066,4.884952545166016,3.1464457511901855,2.922666072845459,7.881397247314453,18.297767639160156,15.040668487548828,16.121795654296875,48.26533889770508,23.699127197265625,11.463336944580078,67.39894104003906,-1.0,16.46484375,42.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,600.0,1200.0,3000.0,1.1700000762939453,1.2400000095367432,0.0,32.0,7.0,13.0,38.0,315.0,405.0,0.0,0.0,3.0,11.0,0.0,61.0,4.426000118255615,7.244999885559082,2007.38671875,278.36328125,4.66392707824707,0.0,1.340735912322998,0.04303580895066261,0.0,0.0,0.0,0.0,0.0,0.0,38.33203125,255.0,12227.0,9864.0,2362.0,19.3212890625,10.831999778747559,733184.0,13432832.0,38.0,100.0,5.0,0.0,2665.0,868.0,38.0,21.81336212158203,0.0,0.0,0.0,0.0,0.0,41.0,100.0,10.0,0.0,27840.0,7940.0,41.0,50.0,20.896461486816406,1.4467015266418457,0.022603720426559448,1.4453436136245728,3707.534912109375,14830.1396484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6493544578552246,19.02480697631836,2999.8896484375,104931.8671875,0.07189459353685379
2.286234200000763,11.56347370147705,1.6706109046936035,8.57278060913086,3.479588031768799,12.743186950683594,11.972588539123535,1.8358111381530762,3.1556129455566406,8.201801300048828,1.5093684196472168,2.631741762161255,5.524253845214844,1.2189924716949463,2.3322343826293945,7.056015968322754,5.492651462554932,5.560046195983887,12.743186950683594,15.043060302734375,16.119403839111328,48.27301025390625,23.697311401367188,11.465152740478516,67.39376831054688,-1.0,16.46484375,42.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,600.0,1200.0,3000.0,1.1150000095367432,1.2400000095367432,0.0,37.0,12.0,13.0,38.0,337.0,405.0,0.0,0.0,3.0,11.0,0.0,59.0,4.4039998054504395,7.296000003814697,2001.94921875,278.28515625,3.5195133686065674,0.0,0.525521457195282,0.02753041870892048,0.0,0.0,0.0,0.0,0.0,0.0,38.3046875,255.0,12227.0,9870.0,2356.0,19.276819229125977,11.034000396728516,3139584.0,12073984.0,38.0,100.0,5.0,0.0,2665.0,868.0,38.0,21.81336212158203,0.0,0.0,0.02589956670999527,0.0,0.0,41.0,100.0,10.0,0.0,27840.0,7940.0,41.0,50.0,20.896461486816406,0.0,1.9773385524749756,1.3308552503585815,0.0,1863821.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.649356722831726,19.024911880493164,2240.489990234375,101779.1484375,0.06928868591785431
3.3855977000057464,11.824285507202148,4.306334495544434,7.783561706542969,6.13856315612793,9.126811981201172,17.622501373291016,5.1370978355407715,2.3292601108551025,7.984370231628418,3.4251272678375244,2.2031307220458984,2.6342689990997314,1.33400559425354,2.3593664169311523,2.2438406944274902,2.097123861312866,5.534350872039795,17.622501373291016,15.03643798828125,16.126026153564453,48.25175857543945,23.688343048095703,11.47412109375,67.36827087402344,-1.0,16.46484375,42.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,600.0,1200.0,3000.0,1.1150000095367432,1.2400000095367432,0.0,35.0,9.0,13.0,38.0,337.0,405.0,0.0,0.0,3.0,12.0,0.0,100.0,4.540999889373779,7.2769999504089355,1990.9296875,277.85546875,4.031062126159668,0.0,1.0458987951278687,0.043762777000665665,0.0,0.0,0.0,0.0,0.0,0.0,38.27734375,255.0,12227.0,9881.0,2345.0,19.18678855895996,11.215999603271484,2705408.0,13395968.0,38.0,100.0,5.0,0.0,2665.0,868.0,38.0,21.81336212158203,0.0,0.0,0.0,0.0,0.0,41.0,100.0,10.0,0.0,27840.0,7940.0,41.0,50.0,20.896461486816406,0.0,0.2891448438167572,0.36263635754585266,0.0,3725.447265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.649358868598938,19.025070190429688,1996.6080322265625,154577.484375,0.10429581254720688
4.535151600008248,12.11808967590332,3.4191250801086426,10.507220268249512,4.729050636291504,12.932497024536133,14.798582077026367,3.8771867752075195,1.9193708896636963,6.265354156494141,4.115152359008789,1.625525951385498,1.5407562255859375,1.6266942024230957,2.226787805557251,4.279899597167969,3.26116681098938,5.577659606933594,14.798582077026367,15.038982391357422,16.12348175048828,48.25992965698242,23.698863983154297,11.463600158691406,67.398193359375,-1.0,16.46484375,42.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,600.0,1200.0,3000.0,1.125,1.2400000095367432,0.0,29.0,4.0,13.0,38.0,742.0,405.0,0.0,0.0,6.0,15.0,0.0,67.0,5.751999855041504,6.688000202178955,1959.72265625,277.85546875,5.334567546844482,0.0,2.181805372238159,0.08224859088659286,0.0,0.0,0.0,0.0,0.0,0.0,38.390625,255.0,12227.0,9912.0,2314.0,18.92909812927246,11.767000198364258,82653184.0,8882176.0,38.0,100.0,5.0,0.0,2665.0,868.0,38.0,21.81336212158203,0.0,0.0,0.01393482368439436,0.0,0.0,41.0,100.0,10.0,0.0,27840.0,7940.0,41.0,50.0,20.896461486816406,0.0,0.8119078874588013,0.3029910922050476,0.0,53450.87109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6493617296218872,19.025531768798828,2690.743408203125,430481.53125,0.2885410487651825
5.622808100000839,11.860394477844238,5.8501362800598145,5.846935272216797,3.934556245803833,10.047430038452148,20.753341674804688,2.6272177696228027,2.7832448482513428,7.934081554412842,3.9183199405670166,2.271699905395508,2.3185133934020996,2.2762835025787354,1.7209231853485107,3.0984103679656982,2.7320384979248047,5.623352527618408,20.753341674804688,15.038566589355469,16.123897552490234,48.25859069824219,23.683391571044922,11.479072570800781,67.35418701171875,-1.0,16.46484375,42.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,600.0,1200.0,3000.0,1.1150000095367432,1.2400000095367432,0.0,34.0,8.0,13.0,38.0,412.0,405.0,0.0,0.0,3.0,13.0,0.0,66.0,4.423999786376953,7.179999828338623,1959.03125,278.85546875,3.5490429401397705,0.0,0.461249977350235,0.06633774191141129,0.0,0.0,0.0,0.0,0.0,0.0,38.27734375,255.0,12227.0,9912.0,2314.0,18.925968170166016,11.86299991607666,3369984.0,11580416.0,38.0,100.0,5.0,0.0,2665.0,868.0,38.0,21.81336212158203,0.0,0.0,0.0,0.0,0.0,41.0,100.0,10.0,0.0,27840.0,7940.0,41.0,50.0,20.896461486816406,0.0,4.6575751304626465,1.588390588760376,0.0,865983.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6493641138076782,19.025911331176758,2353.550048828125,374748.625,0.2511921226978302
6.712676099996315,12.14398193359375,4.694968223571777,7.43943452835083,6.871497631072998,11.998242378234863,10.01155948638916,2.4595558643341064,0.41823387145996094,9.412365913391113,1.8704414367675781,1.1248588562011719,1.086878776550293,0.0,0.0,1.8443107604980469,1.3609468936920166,4.508537292480469,12.14398193359375,15.029945373535156,16.132518768310547,48.23093032836914,23.658401489257812,11.50406265258789,67.28311157226562,-1.0,16.46484375,42.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,600.0,1200.0,3000.0,1.1150000095367432,1.2400000095367432,0.0,30.0,5.0,13.0,38.0,285.0,405.0,0.0,0.0,3.0,13.0,0.0,45.0,4.204999923706055,6.683000087738037,1948.5234375,277.85546875,3.1045420169830322,0.0,0.40512815117836,0.024089595302939415,0.0,0.0,0.0,0.0,0.0,0.0,38.27734375,255.0,12227.0,9923.0,2303.0,18.840091705322266,11.003000259399414,81033216.0,3556352.0,38.0,100.0,5.0,0.0,2665.0,868.0,38.0,21.81336212158203,0.0,0.0,0.007358858827501535,0.0,0.0,41.0,100.0,10.0,0.0,27840.0,7940.0,41.0,50.0,20.896461486816406,0.0,6.425825119018555,6.779545783996582,0.0,101482.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6493669748306274,19.026256561279297,2842.54931640625,340572.8125,0.22875294089317322
7.799014899996109,11.145776748657227,3.8954615592956543,8.100116729736328,4.878252983093262,7.328730583190918,11.316061019897461,2.7763009071350098,1.8724024295806885,9.26986312866211,7.506990432739258,2.4615585803985596,2.3238658905029297,1.9839107990264893,2.343827486038208,2.2346675395965576,2.0629465579986572,5.093789100646973,11.316061019897461,15.027069091796875,16.135395050048828,48.22169494628906,23.630329132080078,11.532135009765625,67.20327758789062,-1.0,16.46484375,42.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,600.0,1200.0,3000.0,1.1150000095367432,1.2400000095367432,0.0,53.0,27.0,13.0,38.0,360.0,405.0,0.0,0.0,3.0,13.0,0.0,67.0,4.392000198364258,6.679999828338623,1947.5234375,277.77734375,3.4015023708343506,0.0,0.5838263630867004,0.036948829889297485,0.0,0.0,0.0,0.0,0.0,0.0,38.3046875,255.0,12227.0,9924.0,2302.0,18.8319149017334,10.829999923706055,80081920.0,11606016.0,38.0,100.0,5.0,0.0,2665.0,868.0,38.0,21.81336212158203,0.0,0.0,0.0027798409573733807,0.0,0.0,41.0,100.0,10.0,0.0,27840.0,7940.0,41.0,50.0,20.896461486816406,0.0,1.0954506397247314,0.3795035183429718,0.0,56555.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6493693590164185,19.026721954345703,2375.873046875,459432.71875,0.30761605501174927
8.88324460000149,11.76307201385498,5.444395542144775,9.480524063110352,3.8837790489196777,6.748562812805176,15.513050079345703,1.0881364345550537,2.6610851287841797,8.12675952911377,7.992786407470703,1.784980297088623,1.858276128768921,0.955045223236084,1.5564441680908203,3.262108564376831,3.697049617767334,5.363500118255615,15.513050079345703,15.024734497070312,16.13772964477539,48.21420669555664,23.609214782714844,11.55324935913086,67.14323425292969,-1.0,16.46484375,42.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,600.0,1200.0,3000.0,1.1150000095367432,1.2400000095367432,0.0,30.0,5.0,13.0,38.0,307.0,405.0,0.0,0.0,3.0,13.0,0.0,62.0,4.368000030517578,7.228000164031982,1946.3984375,277.77734375,3.2331552505493164,0.0,0.28871357440948486,0.019654663279652596,0.0,0.0,0.0,0.0,0.0,0.0,38.27734375,255.0,12227.0,9925.0,2301.0,18.82271385192871,11.105999946594238,113940480.0,12794880.0,38.0,100.0,5.0,0.0,2665.0,868.0,38.0,21.81336212158203,0.0,0.0,0.0,0.0,0.0,41.0,100.0,10.0,0.0,27840.0,7940.0,41.0,50.0,20.896461486816406,0.0,0.2986759543418884,0.2468927800655365,0.0,3777.51611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6493768692016602,19.02692413330078,7384.03515625,200393.640625,0.13840311765670776
9.983210100006545,13.597112655639648,2.7842938899993896,6.998926162719727,6.9734392166137695,12.654561042785645,11.362886428833008,4.1955766677856445,1.9358694553375244,6.569915771484375,4.522061347961426,0.022089481353759766,0.0,1.0957896709442139,1.4019906520843506,1.8971741199493408,2.2484123706817627,4.864019393920898,13.597112655639648,15.014694213867188,16.147769927978516,48.18198776245117,23.61153793334961,11.550926208496094,67.14984130859375,-1.0,16.46484375,42.54296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,600.0,1200.0,3000.0,1.1200000047683716,1.2400000095367432,0.0,33.0,7.0,13.0,38.0,307.0,405.0,0.0,0.0,3.0,13.0,0.0,63.0,4.460999965667725,7.260000228881836,1953.6484375,277.85546875,4.321514129638672,0.0,1.7191534042358398,0.048201944679021835,0.0,0.0,0.0,0.0,0.0,0.0,38.24609375,255.0,12227.0,9918.0,2308.0,18.882007598876953,11.87399959564209,82273280.0,13572096.0,38.0,100.0,5.0,0.0,2665.0,868.0,38.0,21.81336212158203,0.0,0.0,0.0,0.0,0.0,41.0,100.0,10.0,0.0,27840.0,7940.0,41.0,50.0,20.896461486816406,0.0,1.6446067094802856,0.735706090927124,0.0,1143270.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.649379014968872,19.02713394165039,2194.76953125,204978.203125,0.13800030946731567
